method,duration_clock,duration_mono,duration_sys,n_mpi,x_grid_cuda,y_grid_cuda,x_block_cuda,y_block_cuda,n_threads,interaction
cuda,2.573280,3.226869 ,3.226867,,64,64,2,2,,9
cuda,2.600649,3.139669 ,3.139666,,64,64,2,2,,10
cuda,2.316632,3.108898 ,3.108896,,64,64,2,2,,11
cuda,2.406706,2.945935 ,2.945934,,64,64,2,2,,12
cuda,2.604407,3.273215 ,3.273212,,64,64,2,2,,13
cuda,2.314852,2.902008 ,2.902005,,64,64,2,2,,14
cuda,2.341742,2.892511 ,2.892510,,64,64,2,2,,15
cuda,1.833689,2.547290 ,2.547289,,64,64,4,4,,1
cuda,1.916766,2.568225 ,2.568224,,64,64,4,4,,2
cuda,2.152370,2.801945 ,2.801943,,64,64,4,4,,3
cuda,1.899165,2.462255 ,2.462253,,64,64,4,4,,4
cuda,2.263149,2.925909 ,2.925907,,64,64,4,4,,5
cuda,2.417828,3.151120 ,3.151117,,64,64,4,4,,6
cuda,2.146685,2.809607 ,2.809606,,64,64,4,4,,7
cuda,2.133984,2.696318 ,2.696316,,64,64,4,4,,8
cuda,1.820472,2.453803 ,2.453801,,64,64,4,4,,9
cuda,1.886800,2.449847 ,2.449845,,64,64,4,4,,10
cuda,1.970975,2.611789 ,2.611787,,64,64,4,4,,11
cuda,2.134993,2.811495 ,2.811494,,64,64,4,4,,12
cuda,2.163924,2.760522 ,2.760520,,64,64,4,4,,13
cuda,1.906518,2.586511 ,2.586510,,64,64,4,4,,14
cuda,2.195129,2.825214 ,2.825212,,64,64,4,4,,15
cuda,2.059578,2.648859 ,2.648858,,64,64,8,8,,1
cuda,1.747650,2.459490 ,2.459488,,64,64,8,8,,2
cuda,1.654659,2.320872 ,2.320871,,64,64,8,8,,3
cuda,2.051807,2.611485 ,2.611484,,64,64,8,8,,4
cuda,1.831811,2.399130 ,2.399128,,64,64,8,8,,5
cuda,1.798561,3.048146 ,3.048144,,64,64,8,8,,6
cuda,2.036940,2.713187 ,2.713186,,64,64,8,8,,7
cuda,1.706877,2.440713 ,2.440710,,64,64,8,8,,8
cuda,1.810143,2.514724 ,2.514723,,64,64,8,8,,9
cuda,2.062490,3.002521 ,3.002520,,64,64,8,8,,10
cuda,2.114517,2.526447 ,2.526445,,64,64,8,8,,11
cuda,1.652835,2.282221 ,2.282220,,64,64,8,8,,12
cuda,2.054418,2.719982 ,2.719981,,64,64,8,8,,13
cuda,1.716888,2.279101 ,2.279099,,64,64,8,8,,14
cuda,1.700116,2.342647 ,2.342645,,64,64,8,8,,15
cuda,2.127276,2.682892 ,2.682892,,64,64,16,16,,1
cuda,1.906586,2.483553 ,2.483552,,64,64,16,16,,2
cuda,2.133874,2.781435 ,2.781433,,64,64,16,16,,3
cuda,1.756426,2.398989 ,2.398986,,64,64,16,16,,4
cuda,1.703263,2.241788 ,2.241787,,64,64,16,16,,5
cuda,1.785499,2.439906 ,2.439905,,64,64,16,16,,6
cuda,1.703139,2.274953 ,2.274952,,64,64,16,16,,7
cuda,2.140097,2.555174 ,2.555171,,64,64,16,16,,8
cuda,1.703114,2.270099 ,2.270096,,64,64,16,16,,9
cuda,1.698881,2.254356 ,2.254356,,64,64,16,16,,10
cuda,1.854173,2.435608 ,2.435607,,64,64,16,16,,11
cuda,2.105441,2.660931 ,2.660929,,64,64,16,16,,12
cuda,1.777614,2.418003 ,2.418001,,64,64,16,16,,13
cuda,1.713693,2.294701 ,2.294699,,64,64,16,16,,14
cuda,2.128650,2.778438 ,2.778436,,64,64,16,16,,15
cuda,2.274087,2.835399 ,2.835398,,64,64,32,32,,1
cuda,2.507653,3.159421 ,3.159420,,64,64,32,32,,2
cuda,1.995180,2.560008 ,2.560006,,64,64,32,32,,3
cuda,2.159931,2.747439 ,2.747437,,64,64,32,32,,4
cuda,2.356343,3.598746 ,3.598744,,64,64,32,32,,5
cuda,2.075971,2.676744 ,2.676742,,64,64,32,32,,6
cuda,2.372241,2.958647 ,2.958645,,64,64,32,32,,7
cuda,2.323288,2.970651 ,2.970649,,64,64,32,32,,8
cuda,2.004605,2.676271 ,2.676270,,64,64,32,32,,9
cuda,2.352646,2.958538 ,2.958536,,64,64,32,32,,10
cuda,2.356002,2.951780 ,2.951778,,64,64,32,32,,11
cuda,2.316723,2.935390 ,2.935388,,64,64,32,32,,12
cuda,2.309224,3.003802 ,3.003800,,64,64,32,32,,13
cuda,2.048701,2.756840 ,2.756838,,64,64,32,32,,14
cuda,2.345247,2.825654 ,2.825652,,64,64,32,32,,15
cuda,4.579462,5.165504 ,5.165502,,128,128,1,1,,1
cuda,4.293572,4.967325 ,4.967322,,128,128,1,1,,2
cuda,4.502026,5.808014 ,5.808013,,128,128,1,1,,3
cuda,4.159148,5.088238 ,5.088237,,128,128,1,1,,4
cuda,4.298372,5.072342 ,5.072341,,128,128,1,1,,5
cuda,4.496422,5.315703 ,5.315702,,128,128,1,1,,6
cuda,4.610123,5.452360 ,5.452357,,128,128,1,1,,7
cuda,4.606349,5.179246 ,5.179243,,128,128,1,1,,8
cuda,4.188620,4.919385 ,4.919382,,128,128,1,1,,9
cuda,4.253794,5.014740 ,5.014738,,128,128,1,1,,10
cuda,4.276918,4.979112 ,4.979109,,128,128,1,1,,11
cuda,4.331192,5.113006 ,5.113004,,128,128,1,1,,12
cuda,4.646583,5.333433 ,5.333430,,128,128,1,1,,13
cuda,4.495978,5.074122 ,5.074120,,128,128,1,1,,14
cuda,4.261874,4.917659 ,4.917657,,128,128,1,1,,15
cuda,2.818237,3.768589 ,3.768587,,128,128,2,2,,1
cuda,2.727449,3.396162 ,3.396161,,128,128,2,2,,2
cuda,2.704051,3.367819 ,3.367816,,128,128,2,2,,3
cuda,2.706300,3.031364 ,3.031362,,128,128,2,2,,4
cuda,2.860699,3.567734 ,3.567731,,128,128,2,2,,5
cuda,2.669012,3.385094 ,3.385092,,128,128,2,2,,6
cuda,2.704047,3.282149 ,3.282148,,128,128,2,2,,7
cuda,2.711666,3.273543 ,3.273541,,128,128,2,2,,8
cuda,2.561635,3.201741 ,3.201739,,128,128,2,2,,9
cuda,2.805904,3.464379 ,3.464378,,128,128,2,2,,10
cuda,2.679731,3.370070 ,3.370067,,128,128,2,2,,11
cuda,2.725985,3.419466 ,3.419464,,128,128,2,2,,12
cuda,2.994693,3.393542 ,3.393540,,128,128,2,2,,13
cuda,2.799407,3.369815 ,3.369814,,128,128,2,2,,14
cuda,2.714808,3.315767 ,3.315765,,128,128,2,2,,15
cuda,2.273092,2.866560 ,2.866558,,128,128,4,4,,1
cuda,2.310580,2.993062 ,2.993060,,128,128,4,4,,2
cuda,2.302119,3.033672 ,3.033670,,128,128,4,4,,3
cuda,2.420360,2.974495 ,2.974494,,128,128,4,4,,4
cuda,2.307548,3.148220 ,3.148219,,128,128,4,4,,5
cuda,2.173024,2.835403 ,2.835402,,128,128,4,4,,6
cuda,2.045485,2.810742 ,2.810740,,128,128,4,4,,7
cuda,2.010489,2.390685 ,2.390682,,128,128,4,4,,8
cuda,2.369405,3.011829 ,3.011828,,128,128,4,4,,9
cuda,2.090350,2.744240 ,2.744239,,128,128,4,4,,10
cuda,2.331626,3.103931 ,3.103929,,128,128,4,4,,11
cuda,2.088768,2.722987 ,2.722985,,128,128,4,4,,12
cuda,2.245985,2.880386 ,2.880384,,128,128,4,4,,13
cuda,2.275323,2.946514 ,2.946512,,128,128,4,4,,14
cuda,2.434729,3.190844 ,3.190842,,128,128,4,4,,15
cuda,2.128979,2.810569 ,2.810567,,128,128,8,8,,1
cuda,1.908266,2.526780 ,2.526778,,128,128,8,8,,2
cuda,2.225634,3.519922 ,3.519920,,128,128,8,8,,3
cuda,2.246410,2.836466 ,2.836464,,128,128,8,8,,4
cuda,2.180809,2.885990 ,2.885988,,128,128,8,8,,5
cuda,2.157060,2.765875 ,2.765872,,128,128,8,8,,6
cuda,1.981047,2.632504 ,2.632503,,128,128,8,8,,7
cuda,2.129289,2.722533 ,2.722531,,128,128,8,8,,8
cuda,2.191419,2.911206 ,2.911204,,128,128,8,8,,9
cuda,2.027523,2.771350 ,2.771347,,128,128,8,8,,10
cuda,1.994786,2.693040 ,2.693038,,128,128,8,8,,11
cuda,2.121783,2.674898 ,2.674897,,128,128,8,8,,12
cuda,1.792876,2.600347 ,2.600345,,128,128,8,8,,13
cuda,2.293599,2.725282 ,2.725280,,128,128,8,8,,14
cuda,1.968106,2.794525 ,2.794524,,128,128,8,8,,15
cuda,2.394195,3.290037 ,3.290036,,128,128,16,16,,1
cuda,2.271553,2.930222 ,2.930220,,128,128,16,16,,2
cuda,2.376679,3.021601 ,3.021599,,128,128,16,16,,3
cuda,2.304170,2.868345 ,2.868342,,128,128,16,16,,4
cuda,2.378090,2.973777 ,2.973775,,128,128,16,16,,5
cuda,2.271226,2.834165 ,2.834163,,128,128,16,16,,6
cuda,2.307987,3.017250 ,3.017248,,128,128,16,16,,7
cuda,2.348946,2.947594 ,2.947592,,128,128,16,16,,8
cuda,2.327910,2.949579 ,2.949578,,128,128,16,16,,9
cuda,2.073601,2.677695 ,2.677693,,128,128,16,16,,10
cuda,2.414239,3.102138 ,3.102135,,128,128,16,16,,11
cuda,2.426045,3.155594 ,3.155592,,128,128,16,16,,12
cuda,2.065034,2.903331 ,2.903329,,128,128,16,16,,13
cuda,2.002156,2.561751 ,2.561749,,128,128,16,16,,14
cuda,2.295695,2.908440 ,2.908438,,128,128,16,16,,15
cuda,2.715477,3.403261 ,3.403259,,128,128,32,32,,1
cuda,2.657233,3.214880 ,3.214879,,128,128,32,32,,2
cuda,2.539694,3.226186 ,3.226185,,128,128,32,32,,3
cuda,2.743427,4.011327 ,4.011325,,128,128,32,32,,4
cuda,2.656178,3.345911 ,3.345909,,128,128,32,32,,5
cuda,2.547224,3.198475 ,3.198473,,128,128,32,32,,6
cuda,2.393022,2.961817 ,2.961815,,128,128,32,32,,7
cuda,2.448336,3.005852 ,3.005850,,128,128,32,32,,8
cuda,2.822733,3.441637 ,3.441635,,128,128,32,32,,9
cuda,2.427692,3.100870 ,3.100868,,128,128,32,32,,10
cuda,2.174883,2.751183 ,2.751182,,128,128,32,32,,11
cuda,2.223242,2.835360 ,2.835358,,128,128,32,32,,12
cuda,1.845825,2.487617 ,2.487616,,128,128,32,32,,13
cuda,2.207457,2.811701 ,2.811699,,128,128,32,32,,14
cuda,1.855606,2.443362 ,2.443359,,128,128,32,32,,15
seq,25.577976,26.534390,26.534389,,,,,,,1
seq,25.838304,26.447860,26.447859,,,,,,,2
seq,25.907786,26.593117,26.593117,,,,,,,3
seq,25.889108,26.668432,26.668431,,,,,,,4
seq,25.678251,26.446436,26.446436,,,,,,,5
seq,25.577461,26.142307,26.142306,,,,,,,6
seq,25.962405,26.579587,26.579586,,,,,,,7
seq,25.846728,26.595567,26.595566,,,,,,,8
seq,25.559881,26.208929,26.208928,,,,,,,9
seq,25.854059,26.560759,26.560758,,,,,,,10
seq,25.811473,26.425714,26.425713,,,,,,,11
seq,25.871078,26.565817,26.565816,,,,,,,12
seq,25.889816,26.506381,26.506380,,,,,,,13
seq,25.574091,26.327815,26.327814,,,,,,,14
seq,25.891137,26.725877,26.725876,,,,,,,15
