size	region	delta_x	delta_y	duration_clock	duration_mono	duration_sys	threads	method	i_o
128	Triple Spiral Valley	0.176	0.19999999999999996	0.040722	0.040703	0.040702	1	pth	0
128	Triple Spiral Valley	0.176	0.19999999999999996	0.040755	0.040736	0.040735	1	pth	0
128	Triple Spiral Valley	0.176	0.19999999999999996	0.040718	0.040698	0.040698	1	pth	0
128	Triple Spiral Valley	0.176	0.19999999999999996	0.040674	0.040655	0.040654	1	pth	0
128	Triple Spiral Valley	0.176	0.19999999999999996	0.040608	0.040593	0.040592	1	pth	0
128	Triple Spiral Valley	0.176	0.19999999999999996	0.027822	0.02781	0.027808	1	pth	0
128	Triple Spiral Valley	0.176	0.19999999999999996	0.027828	0.027807	0.027805	1	pth	0
128	Triple Spiral Valley	0.176	0.19999999999999996	0.033847	0.019038	0.019036	2	pth	0
128	Triple Spiral Valley	0.176	0.19999999999999996	0.040621	0.021649	0.021647	2	pth	0
128	Triple Spiral Valley	0.176	0.19999999999999996	0.040635	0.021628	0.021627	2	pth	0
128	Triple Spiral Valley	0.176	0.19999999999999996	0.04076	0.02171	0.021709	2	pth	0
128	Triple Spiral Valley	0.176	0.19999999999999996	0.035055	0.021697	0.021697	2	pth	0
128	Triple Spiral Valley	0.176	0.19999999999999996	0.033966	0.019149	0.019148	2	pth	0
128	Triple Spiral Valley	0.176	0.19999999999999996	0.040607	0.021631	0.021629	2	pth	0
128	Triple Spiral Valley	0.176	0.19999999999999996	0.040581	0.021702	0.021701	2	pth	0
128	Triple Spiral Valley	0.176	0.19999999999999996	0.040611	0.021606	0.021604	2	pth	0
128	Triple Spiral Valley	0.176	0.19999999999999996	0.033952	0.019118	0.019117	2	pth	0
128	Triple Spiral Valley	0.176	0.19999999999999996	0.038198	0.011053	0.011052	4	pth	0
128	Triple Spiral Valley	0.176	0.19999999999999996	0.037391	0.010749	0.010748	4	pth	0
128	Triple Spiral Valley	0.176	0.19999999999999996	0.038192	0.011061	0.011059	4	pth	0
128	Triple Spiral Valley	0.176	0.19999999999999996	0.037351	0.010745	0.010744	4	pth	0
128	Triple Spiral Valley	0.176	0.19999999999999996	0.038143	0.011045	0.011043	4	pth	0
128	Triple Spiral Valley	0.176	0.19999999999999996	0.037449	0.01077	0.010769	4	pth	0
128	Triple Spiral Valley	0.176	0.19999999999999996	0.038165	0.011051	0.01105	4	pth	0
128	Triple Spiral Valley	0.176	0.19999999999999996	0.037342	0.010699	0.010698	4	pth	0
128	Triple Spiral Valley	0.176	0.19999999999999996	0.038146	0.011049	0.011047	4	pth	0
128	Triple Spiral Valley	0.176	0.19999999999999996	0.037319	0.010715	0.010713	4	pth	0
128	Triple Spiral Valley	0.176	0.19999999999999996	0.039267	0.005619	0.005618	8	pth	0
128	Triple Spiral Valley	0.176	0.19999999999999996	0.038125	0.005718	0.005716	8	pth	0
128	Triple Spiral Valley	0.176	0.19999999999999996	0.0392	0.005614	0.005613	8	pth	0
128	Triple Spiral Valley	0.176	0.19999999999999996	0.03827	0.005665	0.005664	8	pth	0
128	Triple Spiral Valley	0.176	0.19999999999999996	0.039311	0.00567	0.005669	8	pth	0
128	Triple Spiral Valley	0.176	0.19999999999999996	0.038341	0.005751	0.00575	8	pth	0
128	Triple Spiral Valley	0.176	0.19999999999999996	0.037614	0.00566	0.005658	8	pth	0
128	Triple Spiral Valley	0.176	0.19999999999999996	0.039159	0.005672	0.005671	8	pth	0
128	Triple Spiral Valley	0.176	0.19999999999999996	0.037828	0.005737	0.005736	8	pth	0
128	Triple Spiral Valley	0.176	0.19999999999999996	0.037776	0.00575	0.00575	8	pth	0
128	Triple Spiral Valley	0.176	0.19999999999999996	0.038326	0.007957	0.007956	16	pth	0
128	Triple Spiral Valley	0.176	0.19999999999999996	0.038516	0.005636	0.005635	16	pth	0
128	Triple Spiral Valley	0.176	0.19999999999999996	0.038049	0.005594	0.005592	16	pth	0
128	Triple Spiral Valley	0.176	0.19999999999999996	0.037458	0.005671	0.00567	16	pth	0
128	Triple Spiral Valley	0.176	0.19999999999999996	0.038687	0.005645	0.005644	16	pth	0
128	Triple Spiral Valley	0.176	0.19999999999999996	0.040679	0.005724	0.005722	16	pth	0
128	Triple Spiral Valley	0.176	0.19999999999999996	0.03791	0.00543	0.005429	16	pth	0
128	Triple Spiral Valley	0.176	0.19999999999999996	0.03855	0.00539	0.00539	16	pth	0
128	Triple Spiral Valley	0.176	0.19999999999999996	0.038281	0.0055	0.005499	16	pth	0
128	Triple Spiral Valley	0.176	0.19999999999999996	0.038806	0.005558	0.005557	16	pth	0
128	Triple Spiral Valley	0.176	0.19999999999999996	0.041629	0.005733	0.005731	32	pth	0
128	Triple Spiral Valley	0.176	0.19999999999999996	0.041318	0.006095	0.006094	32	pth	0
128	Triple Spiral Valley	0.176	0.19999999999999996	0.04054	0.006547	0.006546	32	pth	0
128	Triple Spiral Valley	0.176	0.19999999999999996	0.041282	0.014149	0.014148	32	pth	0
128	Triple Spiral Valley	0.176	0.19999999999999996	0.043802	0.013091	0.013089	32	pth	0
128	Triple Spiral Valley	0.176	0.19999999999999996	0.04155	0.012493	0.012491	32	pth	0
128	Triple Spiral Valley	0.176	0.19999999999999996	0.040223	0.017635	0.017635	32	pth	0
128	Triple Spiral Valley	0.176	0.19999999999999996	0.04014	0.01345	0.013449	32	pth	0
128	Triple Spiral Valley	0.176	0.19999999999999996	0.040469	0.018993	0.018991	32	pth	0
128	Triple Spiral Valley	0.176	0.19999999999999996	0.040098	0.011478	0.011477	32	pth	0
256	Triple Spiral Valley	0.176	0.19999999999999996	0.162513	0.16251	0.162508	1	pth	0
256	Triple Spiral Valley	0.176	0.19999999999999996	0.11117	0.11115	0.111149	1	pth	0
256	Triple Spiral Valley	0.176	0.19999999999999996	0.113626	0.113605	0.113604	1	pth	0
256	Triple Spiral Valley	0.176	0.19999999999999996	0.116097	0.116825	0.116825	1	pth	0
256	Triple Spiral Valley	0.176	0.19999999999999996	0.162206	0.162199	0.162197	1	pth	0
256	Triple Spiral Valley	0.176	0.19999999999999996	0.112189	0.112168	0.112167	1	pth	0
256	Triple Spiral Valley	0.176	0.19999999999999996	0.111621	0.111595	0.111592	1	pth	0
256	Triple Spiral Valley	0.176	0.19999999999999996	0.109914	0.109894	0.109893	1	pth	0
256	Triple Spiral Valley	0.176	0.19999999999999996	0.162693	0.162661	0.162657	1	pth	0
256	Triple Spiral Valley	0.176	0.19999999999999996	0.115899	0.115871	0.115869	1	pth	0
256	Triple Spiral Valley	0.176	0.19999999999999996	0.16289	0.086655	0.086653	2	pth	0
256	Triple Spiral Valley	0.176	0.19999999999999996	0.137125	0.076039	0.076039	2	pth	0
256	Triple Spiral Valley	0.176	0.19999999999999996	0.138032	0.076028	0.076027	2	pth	0
256	Triple Spiral Valley	0.176	0.19999999999999996	0.138822	0.07611	0.076109	2	pth	0
256	Triple Spiral Valley	0.176	0.19999999999999996	0.135932	0.076082	0.076081	2	pth	0
256	Triple Spiral Valley	0.176	0.19999999999999996	0.137849	0.076065	0.076064	2	pth	0
256	Triple Spiral Valley	0.176	0.19999999999999996	0.136872	0.076075	0.076073	2	pth	0
256	Triple Spiral Valley	0.176	0.19999999999999996	0.139446	0.07616	0.076159	2	pth	0
256	Triple Spiral Valley	0.176	0.19999999999999996	0.135931	0.076157	0.076156	2	pth	0
256	Triple Spiral Valley	0.176	0.19999999999999996	0.137815	0.080004	0.080003	2	pth	0
256	Triple Spiral Valley	0.176	0.19999999999999996	0.151537	0.044324	0.044322	4	pth	0
256	Triple Spiral Valley	0.176	0.19999999999999996	0.148388	0.042164	0.042163	4	pth	0
256	Triple Spiral Valley	0.176	0.19999999999999996	0.161885	0.044147	0.044145	4	pth	0
256	Triple Spiral Valley	0.176	0.19999999999999996	0.161746	0.044074	0.044073	4	pth	0
256	Triple Spiral Valley	0.176	0.19999999999999996	0.161663	0.044076	0.044074	4	pth	0
256	Triple Spiral Valley	0.176	0.19999999999999996	0.161742	0.044046	0.044045	4	pth	0
256	Triple Spiral Valley	0.176	0.19999999999999996	0.161951	0.044105	0.044104	4	pth	0
256	Triple Spiral Valley	0.176	0.19999999999999996	0.161828	0.044074	0.044073	4	pth	0
256	Triple Spiral Valley	0.176	0.19999999999999996	0.161844	0.044054	0.044053	4	pth	0
256	Triple Spiral Valley	0.176	0.19999999999999996	0.16189	0.04406	0.044059	4	pth	0
256	Triple Spiral Valley	0.176	0.19999999999999996	0.161129	0.021981	0.021979	8	pth	0
256	Triple Spiral Valley	0.176	0.19999999999999996	0.1546	0.022137	0.022135	8	pth	0
256	Triple Spiral Valley	0.176	0.19999999999999996	0.161201	0.022019	0.022017	8	pth	0
256	Triple Spiral Valley	0.176	0.19999999999999996	0.154743	0.022142	0.022141	8	pth	0
256	Triple Spiral Valley	0.176	0.19999999999999996	0.161226	0.022063	0.022061	8	pth	0
256	Triple Spiral Valley	0.176	0.19999999999999996	0.161134	0.022011	0.02201	8	pth	0
256	Triple Spiral Valley	0.176	0.19999999999999996	0.154675	0.022194	0.022193	8	pth	0
256	Triple Spiral Valley	0.176	0.19999999999999996	0.161285	0.022163	0.022162	8	pth	0
256	Triple Spiral Valley	0.176	0.19999999999999996	0.161319	0.022049	0.022048	8	pth	0
256	Triple Spiral Valley	0.176	0.19999999999999996	0.161405	0.022194	0.022193	8	pth	0
256	Triple Spiral Valley	0.176	0.19999999999999996	0.159522	0.019722	0.019721	16	pth	0
256	Triple Spiral Valley	0.176	0.19999999999999996	0.157053	0.021284	0.021282	16	pth	0
256	Triple Spiral Valley	0.176	0.19999999999999996	0.150815	0.021249	0.021248	16	pth	0
256	Triple Spiral Valley	0.176	0.19999999999999996	0.152381	0.025097	0.025095	16	pth	0
256	Triple Spiral Valley	0.176	0.19999999999999996	0.152097	0.019967	0.019966	16	pth	0
256	Triple Spiral Valley	0.176	0.19999999999999996	0.152397	0.018125	0.018121	16	pth	0
256	Triple Spiral Valley	0.176	0.19999999999999996	0.150706	0.020448	0.020444	16	pth	0
256	Triple Spiral Valley	0.176	0.19999999999999996	0.168918	0.021236	0.021234	16	pth	0
256	Triple Spiral Valley	0.176	0.19999999999999996	0.161884	0.02168	0.021678	16	pth	0
256	Triple Spiral Valley	0.176	0.19999999999999996	0.165779	0.019917	0.019917	16	pth	0
256	Triple Spiral Valley	0.176	0.19999999999999996	0.158176	0.01495	0.014949	32	pth	0
256	Triple Spiral Valley	0.176	0.19999999999999996	0.149514	0.014431	0.01443	32	pth	0
256	Triple Spiral Valley	0.176	0.19999999999999996	0.155337	0.015491	0.01549	32	pth	0
256	Triple Spiral Valley	0.176	0.19999999999999996	0.153171	0.013955	0.013954	32	pth	0
256	Triple Spiral Valley	0.176	0.19999999999999996	0.158153	0.015279	0.015279	32	pth	0
256	Triple Spiral Valley	0.176	0.19999999999999996	0.153322	0.01544	0.015439	32	pth	0
256	Triple Spiral Valley	0.176	0.19999999999999996	0.150832	0.014452	0.014451	32	pth	0
256	Triple Spiral Valley	0.176	0.19999999999999996	0.155307	0.014085	0.014084	32	pth	0
256	Triple Spiral Valley	0.176	0.19999999999999996	0.158961	0.01607	0.016069	32	pth	0
256	Triple Spiral Valley	0.176	0.19999999999999996	0.148047	0.014167	0.014166	32	pth	0
512	Triple Spiral Valley	0.176	0.19999999999999996	0.435813	0.435785	0.435781	1	pth	0
512	Triple Spiral Valley	0.176	0.19999999999999996	0.436982	0.437009	0.437006	1	pth	0
512	Triple Spiral Valley	0.176	0.19999999999999996	0.431288	0.431267	0.431266	1	pth	0
512	Triple Spiral Valley	0.176	0.19999999999999996	0.431423	0.431417	0.431416	1	pth	0
512	Triple Spiral Valley	0.176	0.19999999999999996	0.432861	0.432841	0.43284	1	pth	0
512	Triple Spiral Valley	0.176	0.19999999999999996	0.432556	0.43255	0.432548	1	pth	0
512	Triple Spiral Valley	0.176	0.19999999999999996	0.4786	0.478627	0.478623	1	pth	0
512	Triple Spiral Valley	0.176	0.19999999999999996	0.43137	0.431346	0.431345	1	pth	0
512	Triple Spiral Valley	0.176	0.19999999999999996	0.435303	0.435304	0.435301	1	pth	0
512	Triple Spiral Valley	0.176	0.19999999999999996	0.431321	0.4313	0.431298	1	pth	0
512	Triple Spiral Valley	0.176	0.19999999999999996	0.538736	0.303394	0.303391	2	pth	0
512	Triple Spiral Valley	0.176	0.19999999999999996	0.53377	0.304317	0.304316	2	pth	0
512	Triple Spiral Valley	0.176	0.19999999999999996	0.53535	0.30384	0.303838	2	pth	0
512	Triple Spiral Valley	0.176	0.19999999999999996	0.497107	0.261475	0.261474	2	pth	0
512	Triple Spiral Valley	0.176	0.19999999999999996	0.646808	0.34434	0.344337	2	pth	0
512	Triple Spiral Valley	0.176	0.19999999999999996	0.641415	0.339027	0.339023	2	pth	0
512	Triple Spiral Valley	0.176	0.19999999999999996	0.596909	0.312695	0.312693	2	pth	0
512	Triple Spiral Valley	0.176	0.19999999999999996	0.531827	0.2963	0.296296	2	pth	0
512	Triple Spiral Valley	0.176	0.19999999999999996	0.532543	0.302512	0.302509	2	pth	0
512	Triple Spiral Valley	0.176	0.19999999999999996	0.534511	0.302508	0.302505	2	pth	0
512	Triple Spiral Valley	0.176	0.19999999999999996	0.642432	0.174803	0.174801	4	pth	0
512	Triple Spiral Valley	0.176	0.19999999999999996	0.596853	0.175023	0.17502	4	pth	0
512	Triple Spiral Valley	0.176	0.19999999999999996	0.597144	0.175144	0.175141	4	pth	0
512	Triple Spiral Valley	0.176	0.19999999999999996	0.596924	0.175121	0.175118	4	pth	0
512	Triple Spiral Valley	0.176	0.19999999999999996	0.597056	0.176435	0.176433	4	pth	0
512	Triple Spiral Valley	0.176	0.19999999999999996	0.650294	0.177296	0.177292	4	pth	0
512	Triple Spiral Valley	0.176	0.19999999999999996	0.596116	0.175123	0.17512	4	pth	0
512	Triple Spiral Valley	0.176	0.19999999999999996	0.59611	0.175084	0.175082	4	pth	0
512	Triple Spiral Valley	0.176	0.19999999999999996	0.59612	0.175031	0.175028	4	pth	0
512	Triple Spiral Valley	0.176	0.19999999999999996	0.596952	0.175099	0.175096	4	pth	0
512	Triple Spiral Valley	0.176	0.19999999999999996	0.576175	0.105545	0.105542	8	pth	0
512	Triple Spiral Valley	0.176	0.19999999999999996	0.569691	0.08771	0.087705	8	pth	0
512	Triple Spiral Valley	0.176	0.19999999999999996	0.617713	0.087427	0.087424	8	pth	0
512	Triple Spiral Valley	0.176	0.19999999999999996	0.593686	0.097007	0.097004	8	pth	0
512	Triple Spiral Valley	0.176	0.19999999999999996	0.569358	0.088071	0.088069	8	pth	0
512	Triple Spiral Valley	0.176	0.19999999999999996	0.570093	0.110331	0.110328	8	pth	0
512	Triple Spiral Valley	0.176	0.19999999999999996	0.592372	0.087772	0.087768	8	pth	0
512	Triple Spiral Valley	0.176	0.19999999999999996	0.598077	0.087656	0.087654	8	pth	0
512	Triple Spiral Valley	0.176	0.19999999999999996	0.597019	0.087614	0.087611	8	pth	0
512	Triple Spiral Valley	0.176	0.19999999999999996	0.597979	0.087675	0.087672	8	pth	0
512	Triple Spiral Valley	0.176	0.19999999999999996	0.600155	0.06674	0.066739	16	pth	0
512	Triple Spiral Valley	0.176	0.19999999999999996	0.599754	0.065486	0.065484	16	pth	0
512	Triple Spiral Valley	0.176	0.19999999999999996	0.585627	0.064322	0.06432	16	pth	0
512	Triple Spiral Valley	0.176	0.19999999999999996	0.567657	0.056012	0.05601	16	pth	0
512	Triple Spiral Valley	0.176	0.19999999999999996	0.578339	0.064761	0.064758	16	pth	0
512	Triple Spiral Valley	0.176	0.19999999999999996	0.587772	0.06197	0.061967	16	pth	0
512	Triple Spiral Valley	0.176	0.19999999999999996	0.599547	0.0641	0.064098	16	pth	0
512	Triple Spiral Valley	0.176	0.19999999999999996	0.612828	0.064026	0.064024	16	pth	0
512	Triple Spiral Valley	0.176	0.19999999999999996	0.588909	0.05318	0.053177	16	pth	0
512	Triple Spiral Valley	0.176	0.19999999999999996	0.5937	0.06182	0.061817	16	pth	0
512	Triple Spiral Valley	0.176	0.19999999999999996	0.604666	0.043978	0.043975	32	pth	0
512	Triple Spiral Valley	0.176	0.19999999999999996	0.613473	0.046549	0.046547	32	pth	0
512	Triple Spiral Valley	0.176	0.19999999999999996	0.603107	0.052892	0.052889	32	pth	0
512	Triple Spiral Valley	0.176	0.19999999999999996	0.605407	0.04445	0.044449	32	pth	0
512	Triple Spiral Valley	0.176	0.19999999999999996	0.617966	0.045748	0.045747	32	pth	0
512	Triple Spiral Valley	0.176	0.19999999999999996	0.619552	0.045482	0.04548	32	pth	0
512	Triple Spiral Valley	0.176	0.19999999999999996	0.580657	0.047906	0.047905	32	pth	0
512	Triple Spiral Valley	0.176	0.19999999999999996	0.619258	0.042417	0.042412	32	pth	0
512	Triple Spiral Valley	0.176	0.19999999999999996	0.62511	0.048357	0.048355	32	pth	0
512	Triple Spiral Valley	0.176	0.19999999999999996	0.610549	0.047153	0.047151	32	pth	0
1024	Triple Spiral Valley	0.176	0.19999999999999996	1.738778	1.742351	1.742348	1	pth	0
1024	Triple Spiral Valley	0.176	0.19999999999999996	1.761665	1.761772	1.76177	1	pth	0
1024	Triple Spiral Valley	0.176	0.19999999999999996	1.734927	1.734906	1.734904	1	pth	0
1024	Triple Spiral Valley	0.176	0.19999999999999996	1.732214	1.732188	1.732185	1	pth	0
1024	Triple Spiral Valley	0.176	0.19999999999999996	2.600607	2.602696	2.602692	1	pth	0
1024	Triple Spiral Valley	0.176	0.19999999999999996	2.599661	2.599657	2.599652	1	pth	0
1024	Triple Spiral Valley	0.176	0.19999999999999996	2.612165	2.612141	2.612139	1	pth	0
1024	Triple Spiral Valley	0.176	0.19999999999999996	2.606687	2.606671	2.606667	1	pth	0
1024	Triple Spiral Valley	0.176	0.19999999999999996	1.952344	1.954581	1.954577	1	pth	0
1024	Triple Spiral Valley	0.176	0.19999999999999996	2.600636	2.600634	2.60063	1	pth	0
1024	Triple Spiral Valley	0.176	0.19999999999999996	2.090731	1.147864	1.147861	2	pth	0
1024	Triple Spiral Valley	0.176	0.19999999999999996	2.064913	1.147591	1.147589	2	pth	0
1024	Triple Spiral Valley	0.176	0.19999999999999996	1.806093	0.987763	0.98776	2	pth	0
1024	Triple Spiral Valley	0.176	0.19999999999999996	2.206751	1.222145	1.222142	2	pth	0
1024	Triple Spiral Valley	0.176	0.19999999999999996	2.19764	1.175625	1.175621	2	pth	0
1024	Triple Spiral Valley	0.176	0.19999999999999996	2.389693	1.245997	1.245995	2	pth	0
1024	Triple Spiral Valley	0.176	0.19999999999999996	2.297668	1.382176	1.382172	2	pth	0
1024	Triple Spiral Valley	0.176	0.19999999999999996	2.36504	1.21948	1.219476	2	pth	0
1024	Triple Spiral Valley	0.176	0.19999999999999996	2.252595	1.279288	1.279284	2	pth	0
1024	Triple Spiral Valley	0.176	0.19999999999999996	2.031023	1.11105	1.111048	2	pth	0
1024	Triple Spiral Valley	0.176	0.19999999999999996	2.178303	0.663044	0.663041	4	pth	0
1024	Triple Spiral Valley	0.176	0.19999999999999996	2.207938	0.668263	0.66826	4	pth	0
1024	Triple Spiral Valley	0.176	0.19999999999999996	2.307224	0.657263	0.65726	4	pth	0
1024	Triple Spiral Valley	0.176	0.19999999999999996	2.147634	0.66191	0.661908	4	pth	0
1024	Triple Spiral Valley	0.176	0.19999999999999996	2.109619	0.627698	0.627694	4	pth	0
1024	Triple Spiral Valley	0.176	0.19999999999999996	2.015298	0.546864	0.546861	4	pth	0
1024	Triple Spiral Valley	0.176	0.19999999999999996	2.418117	0.702238	0.702235	4	pth	0
1024	Triple Spiral Valley	0.176	0.19999999999999996	2.38932	0.701214	0.70121	4	pth	0
1024	Triple Spiral Valley	0.176	0.19999999999999996	2.225497	0.703563	0.703559	4	pth	0
1024	Triple Spiral Valley	0.176	0.19999999999999996	2.576485	0.703172	0.703168	4	pth	0
1024	Triple Spiral Valley	0.176	0.19999999999999996	2.477308	0.351423	0.351419	8	pth	0
1024	Triple Spiral Valley	0.176	0.19999999999999996	2.367232	0.351199	0.351195	8	pth	0
1024	Triple Spiral Valley	0.176	0.19999999999999996	2.338957	0.366754	0.366751	8	pth	0
1024	Triple Spiral Valley	0.176	0.19999999999999996	2.395979	0.350192	0.35019	8	pth	0
1024	Triple Spiral Valley	0.176	0.19999999999999996	2.36298	0.354514	0.354512	8	pth	0
1024	Triple Spiral Valley	0.176	0.19999999999999996	2.287569	0.349287	0.349284	8	pth	0
1024	Triple Spiral Valley	0.176	0.19999999999999996	2.300025	0.350899	0.350897	8	pth	0
1024	Triple Spiral Valley	0.176	0.19999999999999996	2.302023	0.349624	0.349621	8	pth	0
1024	Triple Spiral Valley	0.176	0.19999999999999996	2.343434	0.348933	0.34893	8	pth	0
1024	Triple Spiral Valley	0.176	0.19999999999999996	2.295952	0.349538	0.349535	8	pth	0
1024	Triple Spiral Valley	0.176	0.19999999999999996	2.378037	0.235126	0.235123	16	pth	0
1024	Triple Spiral Valley	0.176	0.19999999999999996	2.390323	0.247805	0.247803	16	pth	0
1024	Triple Spiral Valley	0.176	0.19999999999999996	2.371412	0.244653	0.24465	16	pth	0
1024	Triple Spiral Valley	0.176	0.19999999999999996	2.353313	0.221095	0.221091	16	pth	0
1024	Triple Spiral Valley	0.176	0.19999999999999996	2.250783	0.218377	0.218374	16	pth	0
1024	Triple Spiral Valley	0.176	0.19999999999999996	2.313962	0.225342	0.22534	16	pth	0
1024	Triple Spiral Valley	0.176	0.19999999999999996	2.304102	0.232924	0.232921	16	pth	0
1024	Triple Spiral Valley	0.176	0.19999999999999996	2.346629	0.217018	0.217016	16	pth	0
1024	Triple Spiral Valley	0.176	0.19999999999999996	2.294812	0.231098	0.231095	16	pth	0
1024	Triple Spiral Valley	0.176	0.19999999999999996	2.271697	0.219334	0.219332	16	pth	0
1024	Triple Spiral Valley	0.176	0.19999999999999996	2.348071	0.150657	0.150654	32	pth	0
1024	Triple Spiral Valley	0.176	0.19999999999999996	2.333808	0.16325	0.163248	32	pth	0
1024	Triple Spiral Valley	0.176	0.19999999999999996	2.42902	0.178409	0.178406	32	pth	0
1024	Triple Spiral Valley	0.176	0.19999999999999996	2.373344	0.166581	0.166578	32	pth	0
1024	Triple Spiral Valley	0.176	0.19999999999999996	2.406384	0.161445	0.161442	32	pth	0
1024	Triple Spiral Valley	0.176	0.19999999999999996	2.393424	0.162138	0.162136	32	pth	0
1024	Triple Spiral Valley	0.176	0.19999999999999996	2.466913	0.164371	0.164369	32	pth	0
1024	Triple Spiral Valley	0.176	0.19999999999999996	2.350583	0.169107	0.169104	32	pth	0
1024	Triple Spiral Valley	0.176	0.19999999999999996	2.410938	0.185259	0.185257	32	pth	0
1024	Triple Spiral Valley	0.176	0.19999999999999996	2.355053	0.170167	0.170165	32	pth	0
2048	Triple Spiral Valley	0.176	0.19999999999999996	7.017001	7.018705	7.018702	1	pth	0
2048	Triple Spiral Valley	0.176	0.19999999999999996	7.163723	7.166589	7.166587	1	pth	0
2048	Triple Spiral Valley	0.176	0.19999999999999996	7.499613	7.4996	7.499595	1	pth	0
2048	Triple Spiral Valley	0.176	0.19999999999999996	7.488239	7.488489	7.488485	1	pth	0
2048	Triple Spiral Valley	0.176	0.19999999999999996	7.490196	7.492441	7.492437	1	pth	0
2048	Triple Spiral Valley	0.176	0.19999999999999996	7.882739	7.885058	7.885054	1	pth	0
2048	Triple Spiral Valley	0.176	0.19999999999999996	10.504805	10.510064	10.510061	1	pth	0
2048	Triple Spiral Valley	0.176	0.19999999999999996	10.434562	10.434519	10.434515	1	pth	0
2048	Triple Spiral Valley	0.176	0.19999999999999996	9.921796	9.922616	9.922612	1	pth	0
2048	Triple Spiral Valley	0.176	0.19999999999999996	8.459403	8.463879	8.463876	1	pth	0
2048	Triple Spiral Valley	0.176	0.19999999999999996	8.237499	4.541198	4.541197	2	pth	0
2048	Triple Spiral Valley	0.176	0.19999999999999996	7.386616	3.713853	3.713851	2	pth	0
2048	Triple Spiral Valley	0.176	0.19999999999999996	8.792989	4.808812	4.808809	2	pth	0
2048	Triple Spiral Valley	0.176	0.19999999999999996	7.233283	3.692534	3.692531	2	pth	0
2048	Triple Spiral Valley	0.176	0.19999999999999996	9.083982	4.585604	4.585602	2	pth	0
2048	Triple Spiral Valley	0.176	0.19999999999999996	7.265028	3.762436	3.762433	2	pth	0
2048	Triple Spiral Valley	0.176	0.19999999999999996	7.057215	3.691029	3.691027	2	pth	0
2048	Triple Spiral Valley	0.176	0.19999999999999996	8.579841	4.395606	4.395604	2	pth	0
2048	Triple Spiral Valley	0.176	0.19999999999999996	9.802239	4.928776	4.928773	2	pth	0
2048	Triple Spiral Valley	0.176	0.19999999999999996	10.399842	5.541645	5.541641	2	pth	0
2048	Triple Spiral Valley	0.176	0.19999999999999996	9.7198	2.823023	2.82302	4	pth	0
2048	Triple Spiral Valley	0.176	0.19999999999999996	10.696482	2.90638	2.906375	4	pth	0
2048	Triple Spiral Valley	0.176	0.19999999999999996	8.235038	2.364878	2.364875	4	pth	0
2048	Triple Spiral Valley	0.176	0.19999999999999996	8.894616	2.626609	2.626607	4	pth	0
2048	Triple Spiral Valley	0.176	0.19999999999999996	9.145551	2.702539	2.702536	4	pth	0
2048	Triple Spiral Valley	0.176	0.19999999999999996	9.226963	2.658195	2.658193	4	pth	0
2048	Triple Spiral Valley	0.176	0.19999999999999996	8.975925	2.484281	2.484278	4	pth	0
2048	Triple Spiral Valley	0.176	0.19999999999999996	8.271974	2.418601	2.418599	4	pth	0
2048	Triple Spiral Valley	0.176	0.19999999999999996	8.73978	2.648763	2.648761	4	pth	0
2048	Triple Spiral Valley	0.176	0.19999999999999996	9.292744	2.691765	2.691761	4	pth	0
2048	Triple Spiral Valley	0.176	0.19999999999999996	8.982695	1.400421	1.400418	8	pth	0
2048	Triple Spiral Valley	0.176	0.19999999999999996	8.701243	1.407223	1.40722	8	pth	0
2048	Triple Spiral Valley	0.176	0.19999999999999996	9.624202	1.393869	1.393866	8	pth	0
2048	Triple Spiral Valley	0.176	0.19999999999999996	8.873976	1.335005	1.335002	8	pth	0
2048	Triple Spiral Valley	0.176	0.19999999999999996	8.701807	1.296909	1.296907	8	pth	0
2048	Triple Spiral Valley	0.176	0.19999999999999996	8.662693	1.2795	1.279498	8	pth	0
2048	Triple Spiral Valley	0.176	0.19999999999999996	9.522106	1.389598	1.389596	8	pth	0
2048	Triple Spiral Valley	0.176	0.19999999999999996	10.150956	1.421735	1.421733	8	pth	0
2048	Triple Spiral Valley	0.176	0.19999999999999996	9.703184	1.417208	1.417205	8	pth	0
2048	Triple Spiral Valley	0.176	0.19999999999999996	9.524967	1.396047	1.396044	8	pth	0
2048	Triple Spiral Valley	0.176	0.19999999999999996	9.559793	0.842239	0.842237	16	pth	0
2048	Triple Spiral Valley	0.176	0.19999999999999996	9.558651	0.871374	0.871371	16	pth	0
2048	Triple Spiral Valley	0.176	0.19999999999999996	9.209915	0.843234	0.84323	16	pth	0
2048	Triple Spiral Valley	0.176	0.19999999999999996	9.394804	0.84649	0.846487	16	pth	0
2048	Triple Spiral Valley	0.176	0.19999999999999996	9.375047	0.852566	0.852563	16	pth	0
2048	Triple Spiral Valley	0.176	0.19999999999999996	9.329066	0.841284	0.841281	16	pth	0
2048	Triple Spiral Valley	0.176	0.19999999999999996	9.341495	0.797558	0.797555	16	pth	0
2048	Triple Spiral Valley	0.176	0.19999999999999996	9.140122	0.78333	0.783327	16	pth	0
2048	Triple Spiral Valley	0.176	0.19999999999999996	9.092034	0.810789	0.810787	16	pth	0
2048	Triple Spiral Valley	0.176	0.19999999999999996	9.324118	0.859564	0.859562	16	pth	0
2048	Triple Spiral Valley	0.176	0.19999999999999996	9.458237	0.595115	0.595113	32	pth	0
